"","AR_ID","NID_ID","Dam_Name","Description","Year_Removed","Latitude","Longitude","City_County","River","HUC8","State","Dam_Height_ft","Dam_Length_ft","Year_Built","Owner","Original.Use","Type_Material","Miles_Restored_US","Miles_Restored_DS","River_Miles_Reported","Last_Updated","X","X.1"
"987","PA-059","","Meisers Mill Dam","","2001",40.64817,-76.359,"Mt Pleasant Mills","West Branch Mahantango Creek","Lower Susquehanna-Swatara","PA","5","75","","","","","","","","11/10/2017","",""
"988","PA-060","","Amish Dam #5","The removal of eight small dams began in December 2000.  All of the dams were originally used to provide running water to Amish farms, but only one still served that purpose.  Four of the dams were removed in 2000 and the remaining four dams were removed in spring 2001.  Removal has restored the coldwater fishery and improved water quality, which is necessary to sustain the trout fishery.  This fisheries restoration has resulted in an increase in angling activity.  ","2001",40.17521,-76.0767,"New Holland","Muddy Creek","Lower Susquehanna","PA","","","","Amish","Agriculture","","","","","11/10/2017","",""
"989","PA-061","","Amish Dam #6","The removal of eight small dams began in December 2000.  All of the dams were originally used to provide running water to Amish farms, but only one still served that purpose.  Four of the dams were removed in 2000 and the remaining four dams were removed in spring 2001.  Removal has restored the coldwater fishery and improved water quality, which is necessary to sustain the trout fishery.  This fisheries restoration has resulted in an increase in angling activity. ","2001",40.17855,-76.0702,"New Holland","Muddy Creek","Lower Susquehanna","PA","","","","Amish","Agriculture","","","","","11/10/2017","",""
"990","PA-062","","Amish Dam #7","The removal of eight small dams began in December 2000.  All of the dams were originally used to provide running water to Amish farms, but only one still served that purpose.  Four of the dams were removed in 2000 and the remaining four dams were removed in spring 2001.  Removal has restored the coldwater fishery and improved water quality, which is necessary to sustain the trout fishery.  This fisheries restoration has resulted in an increase in angling activity. ","2001",40.17935,-76.0688,"Denver","Muddy Creek","Lower Susquehanna","PA","","","","Amish","Agriculture","","","","","11/10/2017","",""
"991","PA-063","","Amish Dam #8","The removal of eight small dams began in December 2000.  All of the dams were originally used to provide running water to Amish farms, but only one still served that purpose.  Four of the dams were removed in 2000 and the remaining four dams were removed in spring 2001.  Removal has restored the coldwater fishery and improved water quality, which is necessary to sustain the trout fishery.  This fisheries restoration has resulted in an increase in angling activity. ","2001",40.17809,-76.0503,"Denver","Muddy Creek","Lower Susquehanna","PA","","","","Amish","Agriculture","","","","","11/10/2017","",""
"992","PA-064","","Intake Dam","","2001",40.16675,-76.4065,"Manheim","Rife Run","Upper Susquehanna-Lackawanna","PA","8","50","","","","","","","","11/10/2017","",""
"993","PA-065","","Deep Hollow Creek Dam","","2002",41.25822,-75.7923,"Pittston","Deep Hollow Creek","Upper Susquehanna-Lackawanna","PA","","","","","","","","","","11/10/2017","",""
"994","PA-067","","Rexmont Dam #2","","2002",40.27716,-76.3584,"South Lebanon","Tributary to Hammer Creek","Lower Susquehanna","PA","","","","City of Lebanon","","","","","","11/10/2017","",""
"995","PA-068","","Young's Dam","","2002",40.14663,-76.278,"Lititz","Lititz Run","Lower Susquehanna","PA","3","","","","","","","","","11/10/2017","",""
"996","PA-069","","Unnamed Dam","","2003",40.75098,-77.2123,"Beaver Springs","Beaver Creek","Crosswicks-Neshaminy","PA","","","","","","","","","","11/10/2017","",""
"997","PA-070","","Black Dam","","2003",40.19409,-77.3719,"Newville","Conodoguinet Creek","Lower Susquehanna-Swatara","PA","10","350","","Private","Mill power","","","","22","11/10/2017","",""
"998","PA-071","","Unnamed Dam","","2003",40.1576,-75.4641,"Collegeville","Doe Run","Crosswicks-Neshaminy","PA","","","","","","","","","","11/10/2017","",""
"999","PA-072","","Unnamed Dam","","2003",40.0002,-76.11,"New Holland","Eshleman Run","Crosswicks-Neshaminy","PA","","","","","","","","","","11/10/2017","",""
"1000","PA-073","","Stony Point Dam (Furnace Creek Dam)","","2003",39.987904,-77.500713,"Womelsdorf/Shippensburg","Furnace Creek","Lower Susquehanna-Swatara","PA","","","","","","","","","","11/10/2017","",""
"1001","PA-074","","Daniel Esh Dam","This dam was the fifth of six blockages on Mill Creek, a tributary of the Conestoga Creek and the Susquehanna River.  The remaining blockages are being addressed through a combination of removals and fish passage projects, most of which are currently in the design stage.  In addition to dam removal and buffer planting, U.S. Fish and Wildlife Service partners built a single-strand high-tensile-wire fence along both streambanks to keep cattle from walking into the stream.  Follow-up work includes building stone crossings at intervals along the streambank so the farmer can get cattle from one side to the other for rotational grazing and so cattle can still drink from the stream at limited access spots.  ","2003",40.00989,-76.2772,"Lancaster","Mill Creek","Lower Susquehanna","PA","2","","","Amish","Water for skating and to power a very small pump ","","","","","11/10/2017","",""
"1002","PA-075","","Collegeville Dam","","2003",40.19111,-75.4493,"Collegeville","Perkiomen Creek","Schuylkill","PA","6","250","1708","Power for Collegeville Mill","","","","","","11/10/2017","",""
"1003","PA-076","","Red Shale Dam","","2003",41.48138,-75.2327,"Hawley","Red Shale Brook","Lackawaxen","PA","","","","","","","","","","11/10/2017","",""
"1004","PA-078","","Packerton Dam","","2004",40.845,-75.7284,"Lehighton","Beaver Run","Lehigh","PA","","","","","","","","","","11/10/2017","",""
"1005","PA-079","","Detter's Mill Dam","This structure was in an advanced state of disrepair that allowed water to flow through.  ","2004",40.01407,-76.9263,"Dover","Conewago Creek","Lower Susquehanna","PA","7","250","","","Mill dam","Rock indigenous to the area","","","7","11/10/2017","",""
"1006","PA-080","","Durham Dam","Durham Dam was an unused dam that had become a liability concern.  Located just 1,000 feet from the Delaware River, the dam also impeded the movement of American shad and other migratory fish in this ecologically sensitive area.  ","2004",40.58037,-75.2,"Riegelsville","Cooks Creek","Middle Delaware-Musconetcong","PA","10","","","","","","","","","11/10/2017","",""
"1007","PA-081","","Cleversburg Water Supply Dam","This dam and impoundment were located within a Pennsylvania state forest, on land managed by the Bureau of Forestry.  ","2004",40.0101,-77.462,"Shippensburg","Burd Run","Lower Susquehanna-Swatara","PA","4","","1902","PA Bureau of Forestry","Water supply","","","","","11/10/2017","",""
"1008","PA-082","","Lower Poplar Run Reservoir Dam","Both of these unnamed stone masonry dams were between 10 and 12 feet high.","2004",40.62415,-76.4,"Pine Grove","Poplar Run","Lower Susquehanna-Swatara","PA","12-Oct","","","","Water supply","","","","","11/10/2017","",""
"1009","PA-083","","Upper Poplar Run Reservoir Dam","Both of these unnamed stone masonry dams were between 10 and 12 feet high. ","2004",40.62282,-76.4028,"Pine Grove","Poplar Run","Lower Susquehanna-Swatara","PA","12-Oct","","","","Water supply","Stone masonry","","","","11/10/2017","",""
"1010","PA-084","","Irving Mill Dam","The dam served no purpose and was in an advanced state of disrepair.  The structure was the first dam on Ridley Creek from the confluence of the Delaware River.  This project is part of a watershed effort to provide fish passage at the five dams in the Ridley Creek drainage. ","2004",39.8733,-75.3584,"Chester","Ridley Creek","Lower Delaware","PA","12","100","","","","","","","2","11/10/2017","",""
"1011","PA-085","","Reedsville Milling Company Dam","","2004",40.6671,-77.5991,"Burnham","Tea Creek","Lower Juniata","PA","14","47","1970","","Mill power","Timber crib reinforced with rock and concrete","","","","11/10/2017","",""
"1012","PA-086","","Mt. Penn #3 Dam","","2004",40.3435,-75.8868,"Reading","Tributary to Antietam Creek","Schuylkill","PA","","","","","","","","","","11/10/2017","",""
"1013","PA-087","","Calvert Hurdle Park Dam","","2004",40.15617,-75.3259,"Lansdale","Tributary to Stony Creek","Schuylkill","PA","","","","","","","","","","11/10/2017","",""
"1014","PA-088","","Twining Valley Golf Course Dam","","2004",40.139288,-75.159594,"Dresher","Tributary to Sandy Run","Schuylkill","PA","15","","","","Irrigation and aesthetics to a golf course","","","","","11/10/2017","",""
"1015","PA-089","","Charming Forge Dam","This dam's impoundment played host to warm-water fish such as carp and bullhead, and the area below the dam was stocked with trout.  The heavy sedimentation caused by the dam had created a dead spot on Tulpehocken Creek. The removal project allowed this section of the Tulpehocken Creek to return to a free flowing state.  Rebuilt and modified several times, it was finally removed in 2004. ","2004",40.38743,-76.1713,"Robesonia","Tulpehocken Creek","Schuylkill","PA","7","131","1800s","","Power for a hammer mill forge","","","","","11/10/2017","",""
"1016","PA-090","","Shiffer's Mill Dam","","2004",40.54452,-76.8649,"Elizabethville","Wiconisco Creek","Lower Susquehanna-Penns","PA","","","","","","","","","","11/10/2017","",""
"1017","PA-091","","Upper Grove City Dam","The former impoundment area of this dam became a park following restoration, and the project had an active partnership among local businesses, conservation groups and others. The removal was part of a larger restoration effort that includes removal of the Main Street dam in downtown Grove City in 2005.  ","2004",41.16712,-80.08,"Grove City","Wolf Creek","Connoquenessing","PA","5.5","105","1885","","Mill power ","","","","","11/10/2017","",""
"1018","PA-092","","Reading Museum Dam #1","Two dams on the grounds of the Reading Public Museum were removed in September 2004.  The Museum sought their removal because the dams were rundown and a financial burden to maintain.  Anadromous fish are expected to benefit from the removals once all eight blockages have been addressed downstream on the Schuylkill River.  Because the dams were eligible for listing on the National Register of Historic Places, the removal plans incorporated historical review as required by section 106 of the National Historic Preservation Act.  Mitigation included photo documentation of both dams, the preservation of portions of the lower dam, and the preservation of the rock walls that surrounded the impoundments. Part of the restoration effort included educational signage designed by the Reading Public Museum to showcase the river restoration. ","2004",40.32832,-75.9521,"West Reading","Wyomissing Creek","Schuylkill","PA","3","45","Early 1900s","","","","","","","11/10/2017","",""
"1019","PA-093","","Mirror Lake Dam","","2004",40.3277,-75.9499,"West Reading","Wyomissing Creek","Schuylkill","PA","","","","","","","","","","11/10/2017","",""
"1020","PA-094","","Reading Museum Dam #2","","2004",40.32825,-75.9536,"Wyomissing","Wyomissing Creek","Schuylkill","PA ","8","60","","","","","","","","11/10/2017","",""
"1021","PA-095","","Ben's Creek Intake Dam","","2005",40.3955,-78.614,"Lilly","Ben's Creek","Conemaugh","PA","6","60","Early 1900s","","Originally constructed to provide a water source to the steam locomotives along the mainline of the Pennsylvania Rail Road in the Portage and Wilmore areas. ","","","","","11/10/2017","",""
"1022","PA-096","","Birch Run Dam","","2005",39.918333,-77.455,"Fayetteville","Birch Run","Conococheague-Opequon","PA","60","","","City of Chambersburg","Water supply","Earthen","","","","11/10/2017","",""
"1023","PA-097","","Sharrer's Mill Dam","Sharrer's Mill Dam was originally constructed for use by a flour mill.  The dam is no longer in operation, but the mill building is still used to mix livestock feed.  Recently, Conewago Creek breached the south side of the dam and created a new creek, causing safety and ecological concerns that prompted the proposal to remove the dam.  The project removed the portion of the dam that lies across the stream channel, leaving the abutments in place on either side of the bank for stability and posterity.  ","2005",39.90635,-77.1008,"New Oxford","Conewago Creek","Lower Susquehanna","PA","6.5","260","","","Flour mill","","","","","11/10/2017","",""
"1024","PA-098","","Siloam Dam","Siloam Dam was one of two blockages on the Pennsylvania portion of this creek, which drains into the Potomac River in Maryland. The dam had not been used by the city for decades and was considered a liability and an impediment to water quality and resident fish species. A local watershed group, the Conococheague Watershed Association, is actively monitoring this site and the downstream dam at Wilson College (also slated for removal) to record pre- and post-removal changes in water quality and benthic life. ","2005",39.96133,-77.648,"Chambersburg","Conococheague Creek","Conococheague-Opequon","PA","","","","City of Chambersburg ","","","","","","11/10/2017","",""
